timestamp,Free Flow Time(seconds),Free Flow Speed(KMPH),Current Time(seconds),Current Speed(KMPH),newtimestamp
2019-07-08 21-25-46,42,39,110,15,08/07/19 21:20
2019-07-08 21-30-47,41,40,127,13,08/07/19 21:25
2019-07-08 21-35-48,41,40,78,21,08/07/19 21:30
2019-07-08 21-40-48,42,39,91,18,08/07/19 21:35
2019-07-08 21-45-49,41,40,41,40,08/07/19 21:40
2019-07-08 21-50-50,41,40,51,32,08/07/19 21:45
2019-07-08 21-55-51,41,40,41,40,08/07/19 21:50
2019-07-08 22-00-52,41,40,41,40,08/07/19 21:55
2019-07-08 22-05-53,41,40,55,30,08/07/19 22:00
2019-07-08 22-10-54,41,40,51,32,08/07/19 22:05
2019-07-08 22-15-55,41,40,53,31,08/07/19 22:10
2019-07-08 22-20-57,41,40,41,40,08/07/19 22:15
2019-07-08 22-25-58,41,40,41,40,08/07/19 22:20
2019-07-08 22-30-59,41,40,41,40,08/07/19 22:25
2019-07-08 22-36-00,41,40,41,40,08/07/19 22:30
2019-07-08 22-41-01,41,40,41,40,08/07/19 22:35
2019-07-08 22-46-01,41,40,41,40,08/07/19 22:40
2019-07-08 22-51-02,41,40,41,40,08/07/19 22:45
2019-07-08 22-56-03,41,40,41,40,08/07/19 22:50
2019-07-08 23-01-04,41,40,41,40,08/07/19 22:55
2019-07-08 23-06-05,41,40,41,40,08/07/19 23:00
2019-07-08 23-11-06,41,40,41,40,08/07/19 23:05
2019-07-08 23-16-07,41,40,41,40,08/07/19 23:10
2019-07-08 23-21-08,41,40,41,40,08/07/19 23:15
2019-07-08 23-26-09,41,40,41,40,08/07/19 23:20
2019-07-08 23-31-10,41,40,41,40,08/07/19 23:25
2019-07-08 23-36-11,41,40,41,40,08/07/19 23:30
2019-07-08 23-41-12,41,40,41,40,08/07/19 23:35
2019-07-08 23-46-12,41,40,41,40,08/07/19 23:40
2019-07-08 23-51-13,41,40,41,40,08/07/19 23:45
2019-07-08 23-56-14,41,40,41,40,08/07/19 23:50
2019-07-09 00-01-15,41,40,41,40,08/07/19 23:55
2019-07-09 00-06-16,41,40,41,40,09/07/19 0:00
2019-07-09 00-11-17,41,40,41,40,09/07/19 0:05
2019-07-09 00-16-18,41,40,41,40,09/07/19 0:10
2019-07-09 00-21-19,41,40,41,40,09/07/19 0:15
2019-07-09 00-26-20,41,40,41,40,09/07/19 0:20
2019-07-09 00-31-21,41,40,41,40,09/07/19 0:25
2019-07-09 00-36-22,41,40,41,40,09/07/19 0:30
2019-07-09 00-41-23,41,40,41,40,09/07/19 0:35
2019-07-09 00-46-24,41,40,41,40,09/07/19 0:40
2019-07-09 00-51-25,41,40,41,40,09/07/19 0:45
2019-07-09 00-56-26,41,40,41,40,09/07/19 0:50
2019-07-09 01-01-27,41,40,41,40,09/07/19 0:55
2019-07-09 01-06-27,41,40,41,40,09/07/19 1:00
2019-07-09 01-11-28,41,40,41,40,09/07/19 1:05
2019-07-09 01-16-29,41,40,41,40,09/07/19 1:10
2019-07-09 01-21-30,41,40,41,40,09/07/19 1:15
2019-07-09 01-26-31,41,40,41,40,09/07/19 1:20
2019-07-09 01-31-32,41,40,41,40,09/07/19 1:25
2019-07-09 01-36-33,41,40,41,40,09/07/19 1:30
2019-07-09 01-41-34,41,40,41,40,09/07/19 1:35
2019-07-09 01-46-35,41,40,41,40,09/07/19 1:40
2019-07-09 01-51-36,41,40,41,40,09/07/19 1:45
2019-07-09 01-56-37,41,40,41,40,09/07/19 1:50
2019-07-09 02-01-37,41,40,41,40,09/07/19 1:55
2019-07-09 02-06-38,41,40,41,40,09/07/19 2:00
2019-07-09 02-11-39,41,40,41,40,09/07/19 2:05
2019-07-09 02-16-40,41,40,41,40,09/07/19 2:10
2019-07-09 02-21-41,41,40,41,40,09/07/19 2:15
2019-07-09 02-26-42,41,40,41,40,09/07/19 2:20
2019-07-09 02-31-43,41,40,41,40,09/07/19 2:25
2019-07-09 02-36-44,41,40,41,40,09/07/19 2:30
2019-07-09 02-41-45,41,40,41,40,09/07/19 2:35
2019-07-09 02-46-46,41,40,41,40,09/07/19 2:40
2019-07-09 02-51-47,41,40,41,40,09/07/19 2:45
2019-07-09 02-56-53,41,40,41,40,09/07/19 2:50
2019-07-09 03-01-54,41,40,41,40,09/07/19 2:55
2019-07-09 03-06-55,41,40,41,40,09/07/19 3:00
2019-07-09 03-11-56,41,40,41,40,09/07/19 3:05
2019-07-09 03-16-57,41,40,41,40,09/07/19 3:10
2019-07-09 03-21-58,41,40,41,40,09/07/19 3:15
2019-07-09 03-26-59,41,40,41,40,09/07/19 3:20
2019-07-09 03-32-00,41,40,41,40,09/07/19 3:25
2019-07-09 03-37-01,41,40,41,40,09/07/19 3:30
2019-07-09 03-42-02,41,40,41,40,09/07/19 3:35
2019-07-09 03-47-03,41,40,41,40,09/07/19 3:40
2019-07-09 03-52-04,41,40,41,40,09/07/19 3:45
2019-07-09 03-57-05,41,40,41,40,09/07/19 3:50
2019-07-09 04-02-06,41,40,41,40,09/07/19 3:55
2019-07-09 04-07-07,41,40,41,40,09/07/19 4:00
2019-07-09 04-12-08,41,40,41,40,09/07/19 4:05
2019-07-09 04-17-09,41,40,41,40,09/07/19 4:10
2019-07-09 04-22-10,41,40,41,40,09/07/19 4:15
2019-07-09 04-27-10,41,40,41,40,09/07/19 4:20
2019-07-09 04-32-11,41,40,41,40,09/07/19 4:25
2019-07-09 04-37-12,41,40,41,40,09/07/19 4:30
2019-07-09 04-42-13,41,40,41,40,09/07/19 4:35
2019-07-09 04-47-14,41,40,41,40,09/07/19 4:40
2019-07-09 04-52-15,41,40,41,40,09/07/19 4:45
2019-07-09 04-57-16,41,40,41,40,09/07/19 4:50
2019-07-09 05-02-17,41,40,41,40,09/07/19 4:55
2019-07-09 05-07-18,41,40,41,40,09/07/19 5:00
2019-07-09 05-12-19,41,40,41,40,09/07/19 5:05
2019-07-09 05-17-20,41,40,41,40,09/07/19 5:10
2019-07-09 05-22-21,41,40,41,40,09/07/19 5:15
2019-07-09 05-27-23,41,40,41,40,09/07/19 5:20
2019-07-09 05-32-23,41,40,41,40,09/07/19 5:25
2019-07-09 05-37-24,41,40,41,40,09/07/19 5:30
2019-07-09 05-42-25,41,40,41,40,09/07/19 5:35
2019-07-09 05-47-26,41,40,41,40,09/07/19 5:40
2019-07-09 05-52-27,41,40,41,40,09/07/19 5:45
2019-07-09 05-57-28,41,40,41,40,09/07/19 5:50
2019-07-09 06-02-29,41,40,41,40,09/07/19 5:55
2019-07-09 06-07-29,41,40,41,40,09/07/19 6:00
2019-07-09 06-12-30,41,40,41,40,09/07/19 6:05
2019-07-09 06-17-31,41,40,41,40,09/07/19 6:10
2019-07-09 06-22-32,41,40,41,40,09/07/19 6:15
2019-07-09 06-27-33,41,40,41,40,09/07/19 6:20
2019-07-09 06-32-34,41,40,41,40,09/07/19 6:25
2019-07-09 06-37-35,41,40,41,40,09/07/19 6:30
2019-07-09 06-42-36,41,40,41,40,09/07/19 6:35
2019-07-09 06-47-37,41,40,41,40,09/07/19 6:40
2019-07-09 06-52-38,41,40,41,40,09/07/19 6:45
2019-07-09 06-57-39,41,40,41,40,09/07/19 6:50
2019-07-09 07-02-39,41,40,41,40,09/07/19 6:55
2019-07-09 07-07-40,41,40,41,40,09/07/19 7:00
2019-07-09 07-12-41,41,40,41,40,09/07/19 7:05
2019-07-09 07-17-42,41,40,41,40,09/07/19 7:10
2019-07-09 07-22-43,41,40,41,40,09/07/19 7:15
2019-07-09 07-27-44,41,40,41,40,09/07/19 7:20
2019-07-09 07-32-44,41,40,41,40,09/07/19 7:25
2019-07-09 07-37-45,41,40,41,40,09/07/19 7:30
2019-07-09 07-42-46,41,40,41,40,09/07/19 7:35
2019-07-09 07-47-47,41,40,41,40,09/07/19 7:40
2019-07-09 07-52-48,41,40,51,32,09/07/19 7:45
2019-07-09 07-57-48,41,40,41,40,09/07/19 7:50
2019-07-09 08-02-49,41,40,41,40,09/07/19 7:55
2019-07-09 08-07-50,41,40,41,40,09/07/19 8:00
2019-07-09 08-12-51,41,40,41,40,09/07/19 8:05
2019-07-09 08-17-52,41,40,41,40,09/07/19 8:10
2019-07-09 08-22-53,41,40,41,40,09/07/19 8:15
2019-07-09 08-27-53,41,40,41,40,09/07/19 8:20
2019-07-09 08-32-55,41,40,41,40,09/07/19 8:25
2019-07-09 08-37-55,41,40,41,40,09/07/19 8:30
2019-07-09 08-42-56,41,40,41,40,09/07/19 8:35
2019-07-09 08-47-57,42,39,42,39,09/07/19 8:40
2019-07-09 08-52-58,42,39,42,39,09/07/19 8:45
2019-07-09 08-57-59,41,40,66,25,09/07/19 8:50
2019-07-09 09-03-00,41,40,55,30,09/07/19 8:55
,,,,,09/07/19 9:00
,,,,,09/07/19 9:05
,,,,,09/07/19 9:10
,,,,,09/07/19 9:15
,,,,,09/07/19 9:20
,,,,,09/07/19 9:25
,,,,,09/07/19 9:30
,,,,,09/07/19 9:35
,,,,,09/07/19 9:40
,,,,,09/07/19 9:45
,,,,,09/07/19 9:50
,,,,,09/07/19 9:55
,,,,,09/07/19 10:00
,,,,,09/07/19 10:05
,,,,,09/07/19 10:10
,,,,,09/07/19 10:15
,,,,,09/07/19 10:20
,,,,,09/07/19 10:25
,,,,,09/07/19 10:30
,,,,,09/07/19 10:35
,,,,,09/07/19 10:40
,,,,,09/07/19 10:45
,,,,,09/07/19 10:50
,,,,,09/07/19 10:55
,,,,,09/07/19 11:00
,,,,,09/07/19 11:05
,,,,,09/07/19 11:10
,,,,,09/07/19 11:15
,,,,,09/07/19 11:20
,,,,,09/07/19 11:25
,,,,,09/07/19 11:30
,,,,,09/07/19 11:35
,,,,,09/07/19 11:40
,,,,,09/07/19 11:45
,,,,,09/07/19 11:50
,,,,,09/07/19 11:55
,,,,,09/07/19 12:00
,,,,,09/07/19 12:05
,,,,,09/07/19 12:10
,,,,,09/07/19 12:15
2019-07-09 12-23-58,42,39,75,22,09/07/19 12:20
2019-07-09 12-30-02,41,40,75,22,09/07/19 12:25
2019-07-09 12-35-03,41,40,78,21,09/07/19 12:30
2019-07-09 12-40-04,41,40,66,25,09/07/19 12:35
2019-07-09 12-45-05,41,40,82,20,09/07/19 12:40
2019-07-09 12-50-06,41,40,63,26,09/07/19 12:45
2019-07-09 12-55-07,42,39,91,18,09/07/19 12:50
2019-07-09 13-00-07,42,39,82,20,09/07/19 12:55
2019-07-09 13-05-08,42,39,78,21,09/07/19 13:00
2019-07-09 13-10-09,41,40,61,27,09/07/19 13:05
2019-07-09 13-15-10,41,40,66,25,09/07/19 13:10
2019-07-09 13-20-11,42,39,66,25,09/07/19 13:15
2019-07-09 13-25-12,42,39,82,20,09/07/19 13:20
2019-07-09 13-30-12,41,40,61,27,09/07/19 13:25
2019-07-09 13-35-13,41,40,86,19,09/07/19 13:30
2019-07-09 13-40-14,42,39,71,23,09/07/19 13:35
2019-07-09 13-45-15,42,39,68,24,09/07/19 13:40
2019-07-09 13-50-16,42,39,68,24,09/07/19 13:45
2019-07-09 13-55-16,41,40,68,24,09/07/19 13:50
2019-07-09 14-00-17,41,40,59,28,09/07/19 13:55
2019-07-09 14-05-18,41,40,61,27,09/07/19 14:00
2019-07-09 14-10-19,42,39,71,23,09/07/19 14:05
2019-07-09 14-15-19,41,40,41,40,09/07/19 14:10
2019-07-09 14-20-20,41,40,63,26,09/07/19 14:15
2019-07-09 14-25-21,42,39,91,18,09/07/19 14:20
2019-07-09 14-30-22,42,39,110,15,09/07/19 14:25
2019-07-09 14-35-23,40,41,103,16,09/07/19 14:30
2019-07-09 14-40-24,40,41,137,12,09/07/19 14:35
2019-07-09 14-45-24,40,41,118,14,09/07/19 14:40
2019-07-09 14-50-25,42,39,127,13,09/07/19 14:45
2019-07-09 14-55-26,43,38,127,13,09/07/19 14:50
2019-07-09 15-00-27,42,39,103,16,09/07/19 14:55
2019-07-09 15-05-28,41,40,91,18,09/07/19 15:00
2019-07-09 15-10-28,42,39,110,15,09/07/19 15:05
2019-07-09 15-15-29,42,39,165,10,09/07/19 15:10
2019-07-09 15-20-30,42,39,150,11,09/07/19 15:15
2019-07-09 15-25-31,43,38,206,8,09/07/19 15:20
2019-07-09 15-30-32,42,39,206,8,09/07/19 15:25
2019-07-09 15-35-33,41,40,183,9,09/07/19 15:30
2019-07-09 15-40-33,43,38,275,6,09/07/19 15:35
2019-07-09 15-45-34,41,40,183,9,09/07/19 15:40
2019-07-09 15-50-36,42,39,183,9,09/07/19 15:45
2019-07-09 15-55-37,44,37,275,6,09/07/19 15:50
2019-07-09 16-00-38,39,42,206,8,09/07/19 15:55
2019-07-09 16-05-39,40,41,183,9,09/07/19 16:00
2019-07-09 16-10-40,42,39,150,11,09/07/19 16:05
2019-07-09 16-15-41,42,39,110,15,09/07/19 16:10
2019-07-09 16-20-42,41,40,86,19,09/07/19 16:15
2019-07-09 16-25-43,41,40,82,20,09/07/19 16:20
2019-07-09 16-30-44,42,39,97,17,09/07/19 16:25
2019-07-09 16-35-44,41,40,66,25,09/07/19 16:30
2019-07-09 16-40-45,42,39,56,29,09/07/19 16:35
2019-07-09 16-45-46,41,40,41,40,09/07/19 16:40
2019-07-09 16-50-47,41,40,56,29,09/07/19 16:45
2019-07-09 16-55-48,41,40,61,27,09/07/19 16:50
2019-07-09 17-00-48,41,40,63,26,09/07/19 16:55
2019-07-09 17-05-49,41,40,78,21,09/07/19 17:00
2019-07-09 17-10-50,41,40,71,23,09/07/19 17:05
2019-07-09 17-15-51,41,40,75,22,09/07/19 17:10
2019-07-09 17-20-52,42,39,75,22,09/07/19 17:15
2019-07-09 17-25-53,42,39,91,18,09/07/19 17:20
2019-07-09 17-30-53,42,39,103,16,09/07/19 17:25
2019-07-09 17-35-54,41,40,63,26,09/07/19 17:30
2019-07-09 17-40-55,41,40,91,18,09/07/19 17:35
2019-07-09 17-45-56,41,40,75,22,09/07/19 17:40
2019-07-09 17-50-57,42,39,97,17,09/07/19 17:45
2019-07-09 17-55-58,41,40,78,21,09/07/19 17:50
2019-07-09 18-00-59,42,39,61,27,09/07/19 17:55
2019-07-09 18-06-00,41,40,68,24,09/07/19 18:00
2019-07-09 18-11-01,42,39,66,25,09/07/19 18:05
2019-07-09 18-16-01,41,40,71,23,09/07/19 18:10
2019-07-09 18-21-03,42,39,59,28,09/07/19 18:15
2019-07-09 18-26-03,41,40,66,25,09/07/19 18:20
2019-07-09 18-31-04,42,39,63,26,09/07/19 18:25
2019-07-09 18-36-05,42,39,59,28,09/07/19 18:30
2019-07-09 18-41-06,42,39,59,28,09/07/19 18:35
2019-07-09 18-46-07,42,39,78,21,09/07/19 18:40
2019-07-09 18-51-07,42,39,91,18,09/07/19 18:45
2019-07-09 18-56-08,41,40,41,40,09/07/19 18:50
2019-07-09 19-01-11,41,40,59,28,09/07/19 18:55
2019-07-09 19-06-12,41,40,68,24,09/07/19 19:00
2019-07-09 19-11-13,42,39,63,26,09/07/19 19:05
2019-07-09 19-16-14,41,40,41,40,09/07/19 19:10
2019-07-09 19-21-14,41,40,41,40,09/07/19 19:15
2019-07-09 19-26-15,42,39,63,26,09/07/19 19:20
2019-07-09 19-31-16,42,39,53,31,09/07/19 19:25
2019-07-09 19-36-17,42,39,68,24,09/07/19 19:30
2019-07-09 19-41-18,41,40,56,29,09/07/19 19:35
2019-07-09 19-46-19,41,40,78,21,09/07/19 19:40
2019-07-09 19-51-20,41,40,78,21,09/07/19 19:45
2019-07-09 19-56-20,42,39,91,18,09/07/19 19:50
2019-07-09 20-01-21,41,40,63,26,09/07/19 19:55
2019-07-09 20-06-22,41,40,68,24,09/07/19 20:00
2019-07-09 20-11-23,42,39,66,25,09/07/19 20:05
2019-07-09 20-16-24,41,40,75,22,09/07/19 20:10
2019-07-09 20-21-25,42,39,71,23,09/07/19 20:15
2019-07-09 20-26-26,41,40,55,30,09/07/19 20:20
2019-07-09 20-31-26,42,39,78,21,09/07/19 20:25
2019-07-09 20-36-27,42,39,78,21,09/07/19 20:30
2019-07-09 20-41-28,41,40,71,23,09/07/19 20:35
2019-07-09 20-46-29,41,40,66,25,09/07/19 20:40
2019-07-09 20-51-30,41,40,56,29,09/07/19 20:45
2019-07-09 20-56-31,41,40,41,40,09/07/19 20:50
2019-07-09 21-01-32,41,40,41,40,09/07/19 20:55
2019-07-09 21-06-32,42,39,42,39,09/07/19 21:00
2019-07-09 21-11-33,41,40,41,40,09/07/19 21:05
2019-07-09 21-16-35,42,39,59,28,09/07/19 21:10
2019-07-09 21-21-36,41,40,41,40,09/07/19 21:15
2019-07-09 21-26-37,42,39,42,39,09/07/19 21:20
2019-07-09 21-31-38,41,40,41,40,09/07/19 21:25
2019-07-09 21-36-38,41,40,61,27,09/07/19 21:30
2019-07-09 21-41-39,42,39,55,30,09/07/19 21:35
2019-07-09 21-46-40,42,39,71,23,09/07/19 21:40
2019-07-09 21-51-41,41,40,63,26,09/07/19 21:45
2019-07-09 21-56-42,42,39,91,18,09/07/19 21:50
2019-07-09 22-01-43,41,40,91,18,09/07/19 21:55
2019-07-09 22-06-44,41,40,118,14,09/07/19 22:00
2019-07-09 22-11-45,42,39,137,12,09/07/19 22:05
2019-07-09 22-16-46,42,39,59,28,09/07/19 22:10
2019-07-09 22-21-48,41,40,56,29,09/07/19 22:15
2019-07-09 22-26-48,42,39,42,39,09/07/19 22:20
2019-07-09 22-31-49,42,39,42,39,09/07/19 22:25
2019-07-09 22-36-50,42,39,42,39,09/07/19 22:30
2019-07-09 22-41-51,42,39,42,39,09/07/19 22:35
2019-07-09 22-46-52,42,39,42,39,09/07/19 22:40
2019-07-09 22-51-53,42,39,42,39,09/07/19 22:45
2019-07-09 22-56-54,42,39,42,39,09/07/19 22:50
2019-07-09 23-01-55,42,39,42,39,09/07/19 22:55
2019-07-09 23-06-56,42,39,42,39,09/07/19 23:00
2019-07-09 23-11-57,42,39,66,25,09/07/19 23:05
2019-07-09 23-16-58,42,39,42,39,09/07/19 23:10
2019-07-09 23-21-59,42,39,42,39,09/07/19 23:15
2019-07-09 23-27-00,42,39,42,39,09/07/19 23:20
2019-07-09 23-32-00,42,39,42,39,09/07/19 23:25
2019-07-09 23-37-01,42,39,42,39,09/07/19 23:30
2019-07-09 23-42-02,42,39,42,39,09/07/19 23:35
2019-07-09 23-47-03,42,39,42,39,09/07/19 23:40
2019-07-09 23-52-04,42,39,42,39,09/07/19 23:45
2019-07-09 23-57-05,42,39,42,39,09/07/19 23:50
2019-07-10 00-02-05,42,39,42,39,09/07/19 23:55
2019-07-10 00-07-06,42,39,42,39,10/07/19 0:00
2019-07-10 00-12-07,42,39,42,39,10/07/19 0:05
2019-07-10 00-17-08,42,39,42,39,10/07/19 0:10
2019-07-10 00-22-09,42,39,42,39,10/07/19 0:15
2019-07-10 00-27-10,42,39,42,39,10/07/19 0:20
2019-07-10 00-32-11,42,39,42,39,10/07/19 0:25
2019-07-10 00-37-12,42,39,42,39,10/07/19 0:30
2019-07-10 00-42-13,42,39,42,39,10/07/19 0:35
2019-07-10 00-47-14,42,39,42,39,10/07/19 0:40
2019-07-10 00-52-15,42,39,42,39,10/07/19 0:45
2019-07-10 00-57-16,42,39,42,39,10/07/19 0:50
2019-07-10 01-02-17,42,39,42,39,10/07/19 0:55
2019-07-10 01-07-18,42,39,42,39,10/07/19 1:00
2019-07-10 01-12-19,42,39,42,39,10/07/19 1:05
2019-07-10 01-17-20,42,39,42,39,10/07/19 1:10
2019-07-10 01-22-21,42,39,42,39,10/07/19 1:15
2019-07-10 01-27-22,42,39,42,39,10/07/19 1:20
2019-07-10 01-32-22,42,39,42,39,10/07/19 1:25
2019-07-10 01-37-24,42,39,42,39,10/07/19 1:30
2019-07-10 01-42-25,42,39,42,39,10/07/19 1:35
2019-07-10 01-47-25,42,39,42,39,10/07/19 1:40
2019-07-10 01-52-26,42,39,42,39,10/07/19 1:45
2019-07-10 01-57-27,42,39,42,39,10/07/19 1:50
2019-07-10 02-02-28,42,39,42,39,10/07/19 1:55
2019-07-10 02-07-29,42,39,42,39,10/07/19 2:00
2019-07-10 02-12-30,42,39,42,39,10/07/19 2:05
2019-07-10 02-17-31,42,39,42,39,10/07/19 2:10
2019-07-10 02-22-32,42,39,42,39,10/07/19 2:15
2019-07-10 02-27-33,42,39,42,39,10/07/19 2:20
2019-07-10 02-32-33,42,39,42,39,10/07/19 2:25
2019-07-10 02-37-35,42,39,42,39,10/07/19 2:30
2019-07-10 02-42-36,42,39,42,39,10/07/19 2:35
2019-07-10 02-47-37,42,39,42,39,10/07/19 2:40
2019-07-10 02-52-37,42,39,42,39,10/07/19 2:45
2019-07-10 02-57-38,42,39,42,39,10/07/19 2:50
2019-07-10 03-02-39,42,39,42,39,10/07/19 2:55
2019-07-10 03-07-40,42,39,42,39,10/07/19 3:00
2019-07-10 03-12-41,42,39,42,39,10/07/19 3:05
2019-07-10 03-17-43,42,39,42,39,10/07/19 3:10
2019-07-10 03-22-44,42,39,42,39,10/07/19 3:15
2019-07-10 03-27-45,42,39,42,39,10/07/19 3:20
2019-07-10 03-32-46,42,39,42,39,10/07/19 3:25
2019-07-10 03-37-47,42,39,42,39,10/07/19 3:30
2019-07-10 03-42-48,42,39,42,39,10/07/19 3:35
2019-07-10 03-47-48,42,39,42,39,10/07/19 3:40
2019-07-10 03-52-49,42,39,42,39,10/07/19 3:45
2019-07-10 03-57-50,42,39,42,39,10/07/19 3:50
2019-07-10 04-02-51,42,39,42,39,10/07/19 3:55
2019-07-10 04-07-52,42,39,42,39,10/07/19 4:00
2019-07-10 04-12-53,42,39,42,39,10/07/19 4:05
2019-07-10 04-17-54,42,39,42,39,10/07/19 4:10
2019-07-10 04-22-55,42,39,42,39,10/07/19 4:15
2019-07-10 04-27-56,42,39,42,39,10/07/19 4:20
2019-07-10 04-32-57,42,39,42,39,10/07/19 4:25
2019-07-10 04-37-58,42,39,42,39,10/07/19 4:30
2019-07-10 04-42-58,42,39,42,39,10/07/19 4:35
2019-07-10 04-47-59,42,39,42,39,10/07/19 4:40
2019-07-10 04-53-00,42,39,42,39,10/07/19 4:45
2019-07-10 04-58-01,42,39,42,39,10/07/19 4:50
2019-07-10 05-03-02,42,39,42,39,10/07/19 4:55
2019-07-10 05-08-03,42,39,42,39,10/07/19 5:00
2019-07-10 05-13-04,42,39,42,39,10/07/19 5:05
2019-07-10 05-18-04,42,39,42,39,10/07/19 5:10
2019-07-10 05-23-05,42,39,42,39,10/07/19 5:15
2019-07-10 05-28-06,42,39,42,39,10/07/19 5:20
2019-07-10 05-33-07,42,39,42,39,10/07/19 5:25
2019-07-10 05-38-08,42,39,42,39,10/07/19 5:30
2019-07-10 05-43-09,42,39,42,39,10/07/19 5:35
2019-07-10 05-48-10,42,39,42,39,10/07/19 5:40
2019-07-10 05-53-11,42,39,42,39,10/07/19 5:45
2019-07-10 05-58-12,42,39,42,39,10/07/19 5:50
2019-07-10 06-03-13,42,39,42,39,10/07/19 5:55
2019-07-10 06-08-14,42,39,42,39,10/07/19 6:00
2019-07-10 06-13-15,42,39,42,39,10/07/19 6:05
2019-07-10 06-18-16,42,39,42,39,10/07/19 6:10
2019-07-10 06-23-16,42,39,42,39,10/07/19 6:15
2019-07-10 06-28-17,42,39,42,39,10/07/19 6:20
2019-07-10 06-33-18,42,39,42,39,10/07/19 6:25
2019-07-10 06-38-19,42,39,42,39,10/07/19 6:30
2019-07-10 06-43-20,41,40,41,40,10/07/19 6:35
2019-07-10 06-48-21,41,40,41,40,10/07/19 6:40
2019-07-10 06-53-22,41,40,41,40,10/07/19 6:45
2019-07-10 06-58-23,41,40,41,40,10/07/19 6:50
2019-07-10 07-03-24,41,40,41,40,10/07/19 6:55
2019-07-10 07-08-25,41,40,41,40,10/07/19 7:00
2019-07-10 07-13-25,41,40,41,40,10/07/19 7:05
2019-07-10 07-18-26,41,40,41,40,10/07/19 7:10
2019-07-10 07-23-27,41,40,41,40,10/07/19 7:15
2019-07-10 07-28-28,41,40,41,40,10/07/19 7:20
2019-07-10 07-33-29,41,40,41,40,10/07/19 7:25
2019-07-10 07-38-30,41,40,41,40,10/07/19 7:30
2019-07-10 07-43-31,41,40,41,40,10/07/19 7:35
2019-07-10 07-48-32,41,40,41,40,10/07/19 7:40
2019-07-10 07-53-33,41,40,41,40,10/07/19 7:45
2019-07-10 07-58-33,41,40,53,31,10/07/19 7:50
2019-07-10 08-03-34,41,40,53,31,10/07/19 7:55
2019-07-10 08-08-35,41,40,41,40,10/07/19 8:00
2019-07-10 08-13-36,41,40,41,40,10/07/19 8:05
2019-07-10 08-18-37,41,40,41,40,10/07/19 8:10
2019-07-10 08-23-38,41,40,41,40,10/07/19 8:15
2019-07-10 08-28-39,42,39,55,30,10/07/19 8:20
2019-07-10 08-33-40,41,40,55,30,10/07/19 8:25
2019-07-10 08-38-40,41,40,55,30,10/07/19 8:30
2019-07-10 08-43-41,41,40,41,40,10/07/19 8:35
2019-07-10 08-48-42,41,40,41,40,10/07/19 8:40
2019-07-10 08-53-43,41,40,41,40,10/07/19 8:45
2019-07-10 08-58-44,41,40,41,40,10/07/19 8:50
2019-07-10 09-03-44,41,40,41,40,10/07/19 8:55
2019-07-10 09-08-45,42,39,56,29,10/07/19 9:00
2019-07-10 09-13-46,41,40,56,29,10/07/19 9:05
2019-07-10 09-18-47,41,40,41,40,10/07/19 9:10
2019-07-10 09-23-48,41,40,41,40,10/07/19 9:15
2019-07-10 09-28-49,42,39,53,31,10/07/19 9:20
2019-07-10 09-33-50,42,39,59,28,10/07/19 9:25
2019-07-10 09-38-50,41,40,55,30,10/07/19 9:30
2019-07-10 09-43-51,42,39,59,28,10/07/19 9:35
2019-07-10 09-48-52,42,39,71,23,10/07/19 9:40
2019-07-10 09-53-53,41,40,68,24,10/07/19 9:45
2019-07-10 09-58-54,41,40,63,26,10/07/19 9:50
2019-07-10 10-03-55,41,40,56,29,10/07/19 9:55
2019-07-10 10-08-56,41,40,59,28,10/07/19 10:00
2019-07-10 10-13-57,42,39,61,27,10/07/19 10:05
2019-07-10 10-18-57,41,40,55,30,10/07/19 10:10
2019-07-10 10-23-58,42,39,56,29,10/07/19 10:15
2019-07-10 10-28-59,42,39,42,39,10/07/19 10:20
2019-07-10 10-34-00,42,39,42,39,10/07/19 10:25
2019-07-10 10-39-01,41,40,53,31,10/07/19 10:30
2019-07-10 10-44-01,42,39,61,27,10/07/19 10:35
2019-07-10 10-49-02,42,39,61,27,10/07/19 10:40
2019-07-10 10-54-03,41,40,61,27,10/07/19 10:45
2019-07-10 10-59-04,42,39,55,30,10/07/19 10:50
2019-07-10 11-04-05,42,39,55,30,10/07/19 10:55
2019-07-10 11-09-06,41,40,53,31,10/07/19 11:00
2019-07-10 11-14-07,42,39,75,22,10/07/19 11:05
2019-07-10 11-19-07,41,40,82,20,10/07/19 11:10
2019-07-10 11-24-08,42,39,71,23,10/07/19 11:15
2019-07-10 11-29-09,41,40,56,29,10/07/19 11:20
2019-07-10 11-34-10,41,40,51,32,10/07/19 11:25
2019-07-10 11-39-11,41,40,56,29,10/07/19 11:30
2019-07-10 11-44-12,41,40,61,27,10/07/19 11:35
2019-07-10 11-49-13,41,40,41,40,10/07/19 11:40
2019-07-10 11-54-13,42,39,66,25,10/07/19 11:45
2019-07-10 11-59-14,42,39,66,25,10/07/19 11:50
2019-07-10 12-04-15,41,40,53,31,10/07/19 11:55
2019-07-10 12-09-16,41,40,68,24,10/07/19 12:00
2019-07-10 12-14-17,42,39,63,26,10/07/19 12:05
2019-07-10 12-19-18,42,39,91,18,10/07/19 12:10
2019-07-10 12-24-18,41,40,75,22,10/07/19 12:15
2019-07-10 12-29-19,41,40,63,26,10/07/19 12:20
2019-07-10 12-34-20,42,39,82,20,10/07/19 12:25
